# Time Tags Distribution
# 2016-02-18 12:52:12
# Unit Time Diff: s
# Unit Count: 1
# Time Diff ; Count
 4.2729730E-007 ;  5.2400000E+002
 4.2810811E-007 ;  5.3000000E+002
 4.2891892E-007 ;  5.3500000E+002
 4.2972973E-007 ;  5.6800000E+002
 4.3054054E-007 ;  6.3000000E+002
 4.3135135E-007 ;  5.8900000E+002
 4.3216216E-007 ;  5.9900000E+002
 4.3297297E-007 ;  6.0800000E+002
 4.3378378E-007 ;  6.2600000E+002
 4.3459459E-007 ;  5.3000000E+002
 4.3540541E-007 ;  5.5900000E+002
 4.3621622E-007 ;  5.6900000E+002
 4.3702703E-007 ;  5.6000000E+002
 4.3783784E-007 ;  5.6600000E+002
 4.3864865E-007 ;  5.7000000E+002
 4.3945946E-007 ;  5.6800000E+002
 4.4027027E-007 ;  6.1600000E+002
 4.4108108E-007 ;  6.1700000E+002
 4.4189189E-007 ;  5.9800000E+002
 4.4270270E-007 ;  5.8200000E+002
 4.4351351E-007 ;  5.9700000E+002
 4.4432432E-007 ;  5.6600000E+002
 4.4513514E-007 ;  5.7400000E+002
 4.4594595E-007 ;  5.4300000E+002
 4.4675676E-007 ;  5.9100000E+002
 4.4756757E-007 ;  5.5400000E+002
 4.4837838E-007 ;  5.4900000E+002
 4.4918919E-007 ;  6.0500000E+002
 4.5000000E-007 ;  6.2200000E+002
 4.5081081E-007 ;  6.4700000E+002
 4.5162162E-007 ;  5.5000000E+002
 4.5243243E-007 ;  5.8200000E+002
 4.5324324E-007 ;  5.6500000E+002
 4.5405405E-007 ;  5.4900000E+002
 4.5486486E-007 ;  5.5000000E+002
 4.5567568E-007 ;  5.6400000E+002
 4.5648649E-007 ;  5.6800000E+002
 4.5729730E-007 ;  5.9000000E+002
 4.5810811E-007 ;  6.1800000E+002
 4.5891892E-007 ;  5.8900000E+002
 4.5972973E-007 ;  6.4300000E+002
 4.6054054E-007 ;  5.8600000E+002
 4.6135135E-007 ;  6.0300000E+002
 4.6216216E-007 ;  5.5500000E+002
 4.6297297E-007 ;  5.3500000E+002
 4.6378378E-007 ;  5.3200000E+002
 4.6459459E-007 ;  5.7200000E+002
 4.6540541E-007 ;  5.5400000E+002
 4.6621622E-007 ;  5.4500000E+002
 4.6702703E-007 ;  5.8200000E+002
 4.6783784E-007 ;  5.9000000E+002
 4.6864865E-007 ;  5.6800000E+002
 4.6945946E-007 ;  6.1900000E+002
